,pclass,sex,age,hasFamily,embarked_C,embarked_Q,embarked_S,loc_A,loc_B,loc_C,loc_D,loc_E,loc_F,loc_G,loc_T,loc_X
341,1.0,1,42.0,False,0,0,1,0,0,0,0,0,0,0,0,1
61,3.0,1,21.0,True,0,0,1,0,0,0,0,0,0,0,0,1
872,3.0,1,19.0,False,0,0,1,0,0,0,0,0,0,0,0,1
199,3.0,1,25.0,True,0,0,1,0,0,0,0,0,0,0,0,1
429,1.0,0,47.0,True,0,0,1,0,0,0,1,0,0,0,0,0
689,3.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
394,1.0,1,42.0,False,0,0,1,0,0,0,0,0,0,0,0,1
297,2.0,0,1.0,True,1,0,0,0,0,0,0,0,0,0,0,1
73,3.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
393,3.0,1,25.0,False,0,1,0,0,0,0,0,0,0,0,0,1
547,1.0,1,56.0,False,1,0,0,1,0,0,0,0,0,0,0,0
579,3.0,1,17.0,False,0,0,1,0,0,0,0,0,0,0,0,1
541,3.0,0,2.0,True,0,0,1,0,0,0,0,0,0,0,0,1
784,3.0,1,34.0,False,0,0,1,0,0,0,0,0,0,0,0,1
766,3.0,0,28.0,True,0,0,1,0,0,0,0,0,0,0,0,1
772,2.0,1,30.0,True,1,0,0,0,0,0,0,0,0,0,0,1
663,3.0,1,7.0,True,0,1,0,0,0,0,0,0,0,0,0,1
217,3.0,1,25.0,True,0,0,1,0,0,0,0,0,0,0,0,1
539,3.0,1,43.0,False,0,0,1,0,0,0,0,0,0,0,0,1
761,3.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
623,2.0,1,24.0,True,0,0,1,0,0,0,0,0,0,0,0,1
668,2.0,1,24.0,True,0,0,1,0,0,0,0,0,0,0,0,1
757,2.0,1,34.0,False,0,0,1,0,0,0,0,0,0,0,0,1
421,2.0,1,18.5,False,0,0,1,0,0,0,0,0,1,0,0,0
694,1.0,0,35.0,False,1,0,0,0,0,0,0,0,0,0,0,1
138,3.0,1,0.3333,True,0,0,1,0,0,0,0,0,0,0,0,1
212,3.0,1,6.0,True,1,0,0,0,0,0,0,0,0,0,0,1
616,2.0,1,36.0,True,0,0,1,0,0,0,0,0,0,0,0,1
827,1.0,0,44.0,True,1,0,0,0,1,0,0,0,0,0,0,0
773,3.0,0,14.0,False,0,0,1,0,0,0,0,0,0,0,0,1
796,3.0,1,33.0,False,0,0,1,0,0,0,0,0,0,0,0,1
701,1.0,0,50.0,True,1,0,0,0,0,1,0,0,0,0,0,0
840,3.0,0,37.0,False,0,1,0,0,0,0,0,0,0,0,0,1
234,2.0,0,26.0,False,0,0,1,0,0,0,0,0,0,0,0,1
67,3.0,1,28.0,False,0,0,1,0,0,0,0,0,0,0,0,1
24,3.0,1,22.0,False,0,0,1,0,0,0,0,0,0,0,0,1
381,3.0,1,26.0,True,1,0,0,0,0,0,0,0,0,0,0,1
216,3.0,1,21.0,False,0,0,1,0,0,0,0,0,0,0,0,1
129,3.0,1,25.0,False,1,0,0,0,0,0,0,0,0,0,0,1
349,2.0,1,8.0,True,0,0,1,0,0,0,0,0,0,0,0,1
111,3.0,0,22.0,False,0,1,0,0,0,0,0,0,0,0,0,1
166,2.0,1,42.0,False,0,0,1,0,0,0,0,0,0,0,0,1
207,3.0,1,4.0,True,0,0,1,0,0,0,0,0,0,0,0,1
438,1.0,0,19.0,False,0,0,1,0,1,0,0,0,0,0,0,0
552,3.0,1,26.5,False,1,0,0,0,0,0,0,0,0,0,0,1
274,3.0,1,30.0,False,1,0,0,0,0,0,0,0,0,0,0,1
780,3.0,1,20.0,False,0,0,1,0,0,0,0,0,0,0,0,1
591,3.0,1,25.0,True,1,0,0,0,0,0,0,0,0,0,0,1
736,3.0,1,25.0,False,1,0,0,0,0,0,0,0,0,0,0,1
738,3.0,1,34.0,True,0,0,1,0,0,0,0,0,0,0,0,1
525,2.0,0,5.0,True,0,0,1,0,0,0,0,0,0,0,0,1
287,2.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
469,1.0,0,49.0,True,1,0,0,0,0,0,1,0,0,0,0,0
326,1.0,0,39.0,True,1,0,0,0,0,0,0,1,0,0,0,0
121,3.0,1,18.0,True,0,0,1,0,0,0,0,0,0,0,0,1
507,3.0,0,22.0,False,0,0,1,0,0,0,0,0,0,0,0,1
228,1.0,0,35.0,True,0,0,1,0,0,1,0,0,0,0,0,0
673,3.0,1,40.0,True,0,0,1,0,0,0,0,0,0,0,0,1
595,2.0,1,36.0,False,0,0,1,0,0,0,0,0,0,0,0,1
445,3.0,1,41.0,True,0,0,1,0,0,0,0,0,0,0,0,1
117,1.0,0,35.0,True,0,0,1,0,0,1,0,0,0,0,0,0
464,3.0,1,34.0,False,0,0,1,0,0,0,0,0,0,0,0,1
25,3.0,1,38.0,False,0,0,1,0,0,0,0,0,0,0,0,1
110,3.0,0,22.0,True,0,0,1,0,0,0,0,0,0,0,0,1
149,3.0,0,31.0,False,0,0,1,0,0,0,0,0,0,0,0,1
152,3.0,0,17.0,True,0,0,1,0,0,0,0,0,0,0,0,1
528,1.0,0,36.0,False,1,0,0,0,0,0,0,0,0,0,0,1
696,2.0,0,42.0,True,0,0,1,0,0,0,0,0,0,0,0,1
621,2.0,0,22.0,True,0,0,1,0,0,0,0,0,0,0,0,1
461,1.0,0,18.0,True,0,0,1,0,0,1,0,0,0,0,0,0
598,2.0,0,45.0,True,0,0,1,0,0,0,0,0,0,0,0,1
139,1.0,0,18.0,True,0,0,1,0,0,0,1,0,0,0,0,0
260,3.0,1,25.0,False,1,0,0,0,0,0,0,0,0,0,0,1
323,1.0,0,39.0,True,1,0,0,0,0,1,0,0,0,0,0,0
823,3.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
248,3.0,1,23.0,False,0,0,1,0,0,0,0,0,0,0,0,1
450,1.0,1,42.0,False,0,0,1,0,0,0,0,1,0,0,0,0
410,3.0,1,37.0,True,0,0,1,0,0,0,0,0,0,0,0,1
607,3.0,0,18.5,False,0,1,0,0,0,0,0,0,0,0,0,1
19,3.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
328,3.0,1,21.0,False,0,0,1,0,0,0,0,0,0,0,0,1
296,3.0,0,18.0,False,0,0,1,0,0,0,0,0,0,0,0,1
269,1.0,0,33.0,False,0,0,1,0,1,0,0,0,0,0,0,0
226,3.0,0,21.0,True,0,0,1,0,0,0,0,0,0,0,0,1
94,1.0,1,42.0,False,0,0,1,0,0,0,0,0,0,0,0,1
515,1.0,0,31.0,True,1,0,0,0,0,0,1,0,0,0,0,0
637,3.0,0,22.0,False,0,1,0,0,0,0,0,0,0,0,0,1
280,3.0,1,19.0,False,0,0,1,0,0,0,0,0,1,0,0,0
286,1.0,1,48.0,False,1,0,0,0,1,0,0,0,0,0,0,0
589,3.0,1,24.0,False,0,0,1,0,0,0,0,0,0,0,0,1
852,3.0,0,9.0,True,0,0,1,0,0,0,0,0,0,0,0,1
444,3.0,1,38.0,False,0,0,1,0,0,0,0,0,0,0,0,1
184,3.0,1,24.0,False,0,0,1,0,0,0,0,0,0,0,0,1
371,2.0,1,24.0,False,0,0,1,0,0,0,0,0,0,0,0,1
857,1.0,1,46.0,False,1,0,0,0,0,0,0,0,0,0,0,1
893,2.0,1,36.0,False,1,0,0,0,0,0,1,0,0,0,0,0
275,2.0,1,30.0,False,1,0,0,0,0,0,0,0,0,0,0,1
855,3.0,1,17.0,True,0,0,1,0,0,0,0,0,0,0,0,1
182,1.0,0,15.0,True,0,0,1,0,1,0,0,0,0,0,0,0
32,3.0,1,70.5,False,0,1,0,0,0,0,0,0,0,0,0,1
80,3.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
307,1.0,0,48.0,False,0,0,1,0,0,0,1,0,0,0,0,0
770,3.0,0,38.0,False,1,0,0,0,0,0,0,0,0,0,0,1
11,3.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
43,1.0,1,54.0,True,1,0,0,0,0,1,0,0,0,0,0,0
86,3.0,1,28.0,True,0,0,1,0,0,0,0,0,0,0,0,1
36,1.0,0,18.0,True,1,0,0,0,1,0,0,0,0,0,0,0
897,2.0,1,26.0,True,0,0,1,0,0,0,0,0,0,0,0,1
58,3.0,1,22.0,False,0,0,1,0,0,0,0,0,0,0,0,1
41,1.0,0,54.0,True,1,0,0,0,0,0,0,0,0,0,0,1
411,3.0,0,22.0,False,0,1,0,0,0,0,0,0,0,0,0,1
562,3.0,0,16.0,True,0,0,1,0,0,0,0,0,0,0,0,1
209,1.0,1,37.0,True,1,0,0,0,0,0,0,1,0,0,0,0
148,2.0,1,60.0,True,0,0,1,0,0,0,0,0,0,0,0,1
739,2.0,1,22.0,False,0,0,1,0,0,0,0,0,0,0,0,1
594,1.0,1,50.0,False,0,0,1,0,0,0,0,1,0,0,0,0
123,3.0,0,47.0,True,0,0,1,0,0,0,0,0,0,0,0,1
734,3.0,0,23.0,False,0,0,1,0,0,0,0,0,0,0,0,1
574,1.0,1,61.0,True,1,0,0,0,1,0,0,0,0,0,0,0
98,1.0,0,36.0,False,1,0,0,0,0,0,0,0,0,0,0,1
377,2.0,0,50.0,False,0,0,1,0,0,0,0,0,0,0,0,1
130,1.0,0,18.0,True,0,0,1,0,0,0,0,1,0,0,0,0
699,3.0,1,18.5,False,1,0,0,0,0,0,0,0,0,0,0,1
23,3.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
799,3.0,0,22.0,False,0,0,1,0,0,0,0,0,0,0,0,1
555,3.0,1,25.0,False,0,1,0,0,0,0,0,0,0,0,0,1
370,1.0,1,41.0,True,0,0,1,0,0,0,1,0,0,0,0,0
512,3.0,1,26.0,False,0,0,1,0,0,0,0,0,0,0,0,1
383,3.0,1,38.0,False,0,0,1,0,0,0,0,0,0,0,0,1
201,2.0,1,21.0,True,0,0,1,0,0,0,0,0,0,0,0,1
368,3.0,0,22.0,True,0,0,1,0,0,0,0,0,0,0,0,1
554,2.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
610,3.0,0,22.0,False,0,0,1,0,0,0,0,0,0,0,0,1
387,3.0,1,30.0,False,1,0,0,0,0,0,0,0,0,0,0,1
292,3.0,1,21.0,True,0,0,1,0,0,0,0,0,0,0,0,1
690,3.0,1,18.0,False,0,0,1,0,0,0,0,0,0,0,0,1
256,3.0,1,29.0,False,0,0,1,0,0,0,0,0,0,0,0,1
606,3.0,0,23.0,False,0,0,1,0,0,0,0,0,0,0,0,1
197,1.0,1,39.0,False,0,0,1,1,0,0,0,0,0,0,0,0
95,2.0,0,4.0,True,0,0,1,0,0,0,0,0,1,0,0,0
880,3.0,1,25.0,False,0,1,0,0,0,0,0,0,0,0,0,1
862,2.0,0,50.0,False,0,0,1,0,0,0,0,0,0,0,0,1
169,3.0,1,25.0,False,0,1,0,0,0,0,0,0,0,0,0,1
581,1.0,0,22.0,True,1,0,0,0,0,0,0,0,0,0,0,1
305,3.0,0,29.0,True,0,0,1,0,0,0,0,0,0,1,0,0
560,3.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
373,1.0,1,47.0,False,0,0,1,0,0,0,0,0,0,0,0,1
719,3.0,1,21.0,False,0,1,0,0,0,0,0,0,0,0,0,1
791,3.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
227,2.0,0,14.0,True,1,0,0,0,0,0,0,0,0,0,0,1
660,3.0,0,47.0,True,0,0,1,0,0,0,0,0,0,0,0,1
143,1.0,1,21.0,True,1,0,0,0,0,0,0,0,0,0,0,1
180,3.0,0,18.0,False,0,1,0,0,0,0,0,0,0,0,0,1
131,1.0,1,71.0,False,1,0,0,1,0,0,0,0,0,0,0,0
868,3.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
47,1.0,1,49.0,False,0,0,1,0,1,0,0,0,0,0,0,0
774,2.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
324,3.0,1,6.0,True,0,0,1,0,0,0,0,0,0,0,0,1
203,3.0,0,30.0,False,0,0,1,0,0,0,0,0,0,0,0,1
84,3.0,1,20.0,False,1,0,0,0,0,0,0,0,0,0,0,1
633,1.0,0,32.0,False,1,0,0,0,0,0,1,0,0,0,0,0
565,1.0,1,42.0,False,0,0,1,0,0,0,1,0,0,0,0,0
611,3.0,0,22.0,False,0,1,0,0,0,0,0,0,0,0,0,1
398,2.0,1,21.0,False,0,0,1,0,0,0,0,0,0,0,0,1
91,3.0,1,40.0,False,0,0,1,0,0,0,0,0,0,0,0,1
82,3.0,1,10.0,True,0,1,0,0,0,0,0,0,0,0,0,1
430,3.0,1,17.0,True,1,0,0,0,0,0,0,0,0,0,0,1
779,3.0,1,27.0,False,0,0,1,0,0,0,0,0,0,0,0,1
119,3.0,1,27.0,True,1,0,0,0,0,0,0,0,0,0,0,1
291,1.0,1,37.0,True,1,0,0,0,0,1,0,0,0,0,0,0
57,3.0,0,30.0,False,0,1,0,0,0,0,0,0,0,0,0,1
321,3.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
257,3.0,0,3.0,True,0,0,1,0,0,0,0,0,0,0,0,1
866,3.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
442,2.0,1,26.0,False,0,0,1,0,0,0,0,0,1,0,0,0
42,3.0,1,22.0,False,1,0,0,0,0,0,0,0,0,0,0,1
617,3.0,1,39.0,False,0,0,1,0,0,0,0,0,0,0,0,1
388,3.0,1,40.0,True,0,0,1,0,0,0,0,0,0,0,0,1
335,1.0,0,38.0,False,1,0,0,0,0,1,0,0,0,0,0,0
273,1.0,1,55.0,True,0,0,1,0,1,0,0,0,0,0,0,0
756,3.0,0,63.0,False,0,0,1,0,0,0,0,0,0,0,0,1
488,1.0,0,19.0,True,0,0,1,0,0,0,1,0,0,0,0,0
550,3.0,1,22.0,False,0,0,1,0,0,0,0,0,0,0,0,1
53,3.0,0,20.0,True,0,0,1,0,0,0,0,0,0,0,0,1
856,3.0,1,17.0,True,0,0,1,0,0,0,0,0,0,0,0,1
128,1.0,1,55.0,True,1,0,0,0,0,0,0,0,0,0,0,1
802,3.0,1,25.0,False,1,0,0,0,0,0,0,0,0,0,0,1
28,1.0,0,23.0,True,1,0,0,0,0,1,0,0,0,0,0,0
183,3.0,1,14.0,True,0,0,1,0,0,0,0,0,0,0,0,1
459,1.0,1,67.0,True,0,0,1,0,0,1,0,0,0,0,0,0
510,3.0,1,25.0,True,0,0,1,0,0,0,0,0,0,0,0,1
675,1.0,0,48.0,True,1,0,0,1,0,0,0,0,0,0,0,0
151,2.0,1,28.0,False,0,0,1,0,0,0,0,0,0,0,0,1
244,3.0,1,29.0,False,0,0,1,0,0,0,0,0,0,0,0,1
714,2.0,1,30.0,False,0,0,1,0,0,0,0,0,0,0,0,1
543,3.0,0,4.0,True,1,0,0,0,0,0,0,0,0,0,0,1
544,3.0,1,25.0,False,0,1,0,0,0,0,0,0,0,0,0,1
639,3.0,0,22.0,True,0,0,1,0,0,0,0,0,0,0,0,1
697,3.0,1,6.0,True,0,0,1,0,0,0,0,1,0,0,0,0
265,1.0,1,42.0,False,0,0,1,1,0,0,0,0,0,0,0,0
288,1.0,0,30.0,False,0,0,1,0,0,1,0,0,0,0,0,0
423,2.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
147,1.0,0,38.0,False,0,0,1,0,1,0,0,0,0,0,0,0
659,1.0,0,50.0,True,1,0,0,0,1,0,0,0,0,0,0,0
797,2.0,1,40.0,False,0,0,1,0,0,0,0,0,0,0,0,1
884,1.0,1,42.0,False,0,0,1,0,0,0,0,0,0,0,0,1
177,3.0,1,23.0,False,0,0,1,0,0,0,0,0,0,0,0,1
99,3.0,0,22.0,False,0,0,1,0,0,0,0,0,0,0,0,1
850,1.0,0,45.0,True,0,0,1,0,0,0,0,0,0,0,0,1
448,1.0,1,51.0,False,0,0,1,0,0,0,0,1,0,0,0,0
431,2.0,1,35.0,False,0,1,0,0,0,0,0,0,0,0,0,1
847,3.0,1,0.8333,True,0,0,1,0,0,0,0,0,0,0,0,1
709,2.0,0,28.0,True,1,0,0,0,0,0,0,0,0,0,0,1
755,3.0,1,32.0,False,0,0,1,0,0,0,0,0,0,0,0,1
115,3.0,1,45.0,False,0,0,1,0,0,0,0,0,0,0,0,1
777,1.0,1,40.0,False,1,0,0,0,0,0,0,0,0,0,0,1
72,3.0,1,47.0,False,0,0,1,0,0,0,0,0,0,0,0,1
845,3.0,1,9.0,True,0,0,1,0,0,0,0,0,0,0,0,1
537,2.0,1,28.0,False,0,0,1,0,0,0,0,0,0,0,0,1
677,3.0,1,18.0,False,0,0,1,0,0,0,0,0,0,0,0,1
849,1.0,0,52.0,True,0,0,1,0,1,0,0,0,0,0,0,0
900,2.0,1,32.0,True,0,0,1,0,0,0,0,0,0,0,0,1
174,1.0,1,38.0,True,0,0,1,0,0,1,0,0,0,0,0,0
87,3.0,0,31.0,True,0,0,1,0,0,0,0,0,0,0,0,1
551,3.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
486,3.0,1,19.0,False,0,0,1,0,0,0,0,0,0,0,0,1
705,3.0,1,25.0,True,1,0,0,0,0,0,0,0,0,0,0,1
314,3.0,1,35.0,False,0,0,1,0,0,0,0,0,0,0,0,1
396,3.0,0,28.0,False,0,0,1,0,0,0,0,0,0,0,0,1
600,3.0,1,25.0,False,0,1,0,0,0,0,0,0,0,0,0,1
472,3.0,1,0.4167,True,1,0,0,0,0,0,0,0,0,0,0,1
70,1.0,1,36.0,True,1,0,0,0,1,0,0,0,0,0,0,0
599,2.0,0,24.0,False,0,0,1,0,0,0,0,0,0,0,0,1
804,2.0,0,31.0,False,0,0,1,0,0,0,0,0,0,0,0,1
754,2.0,0,18.0,True,0,0,1,0,0,0,0,0,0,0,0,1
277,2.0,1,27.0,False,1,0,0,0,0,0,0,0,0,0,0,1
723,3.0,1,25.0,False,0,1,0,0,0,0,0,0,0,0,0,1
9,3.0,0,30.0,False,0,0,1,0,0,0,0,0,0,0,0,1
359,3.0,1,9.0,True,0,0,1,0,0,0,0,0,0,0,0,1
707,3.0,1,25.0,False,0,0,1,0,0,0,0,0,0,0,0,1
763,3.0,0,22.0,False,1,0,0,0,0,0,0,0,0,0,0,1
835,3.0,0,22.0,False,0,1,0,0,0,0,0,0,0,0,0,1
192,1.0,0,39.0,False,0,0,1,0,0,0,0,0,0,0,0,1
629,3.0,1,4.0,True,0,0,1,0,0,0,0,0,0,0,0,1
559,3.0,1,20.0,False,0,0,1,0,0,0,0,0,0,0,0,1
684,1.0,0,17.0,True,0,0,1,0,1,0,0,0,0,0,0,0
